Journal name,JCR Abbreviation,ISSN,eISSN,Category,Total Citations,2020 JIF
Geochemical Perspectives Letters,Geochemical Perspectives Letters,2410-339X,2410-3403,GEOCHEMISTRY & GEOPHYSICS - SCIE(Q1),5.367,5.567
IEEE Transactions on Robotics,IEEE Transactions on Robotics,1552-3098,1941-0468,ROBOTICS - SCIE(Q1),5.325,5.567
COMPUTERS AND ELECTRONICS IN AGRICULTURE,COMPUTERS AND ELECTRONICS IN AGRICULTURE,0168-1699,1872-7107,"AGRICULTURE, MULTIDISCIPLINARY - SCIE(Q1); COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE(Q1)",4.606,5.565
FOOD QUALITY AND PREFERENCE,FOOD QUALITY AND PREFERENCE,0950-3293,1873-6343,FOOD SCIENCE & TECHNOLOGY - SCIE(Q1),4.628,5.565
Journal of Environmental Sciences,Journal of Environmental Sciences,1001-0742,1878-7320,ENVIRONMENTAL SCIENCES - SCIE(Q1),5.23,5.565
Journal of Exposure Science and Environmental Epidemiology,Journal of Exposure Science and Environmental Epidemiology,1559-0631,1559-064X,"ENVIRONMENTAL SCIENCES - SCIE(Q1); PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE(Q1); TOXICOLOGY - SCIE(Q1)",5.345,5.563
JOURNAL OF THE AMERICAN GERIATRICS SOCIETY,JOURNAL OF THE AMERICAN GERIATRICS SOCIETY,0002-8614,1532-5415,GERONTOLOGY - SSCI(Q1); GERIATRICS & GERONTOLOGY - SCIE(Q1),4.999,5.562
JOURNAL OF THE AMERICAN GERIATRICS SOCIETY,JOURNAL OF THE AMERICAN GERIATRICS SOCIETY,0002-8614,1532-5415,GERONTOLOGY - SSCI(Q1); GERIATRICS & GERONTOLOGY - SCIE(Q1),4.999,5.562
BMJ Global Health,BMJ Global Health,2059-7908,2059-7908,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SSCI(Q1); PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE(Q1)",5.054,5.558
BMJ Global Health,BMJ Global Health,2059-7908,2059-7908,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SSCI(Q1); PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE(Q1)",5.054,5.558
Frontiers in Endocrinology,Frontiers in Endocrinology,1664-2392,1664-2392,ENDOCRINOLOGY & METABOLISM - SCIE(Q1),5.345,5.555
PROSTATE CANCER AND PROSTATIC DISEASES,PROSTATE CANCER AND PROSTATIC DISEASES,1365-7852,1476-5608,UROLOGY & NEPHROLOGY - SCIE(Q1); ONCOLOGY - SCIE(Q2),5.194,5.554
MARINE POLLUTION BULLETIN,MARINE POLLUTION BULLETIN,0025-326X,1879-3363,ENVIRONMENTAL SCIENCES - SCIE(Q1); MARINE & FRESHWATER BIOLOGY - SCIE(Q1),4.568,5.553
JOURNAL OF MATERIALS PROCESSING TECHNOLOGY,JOURNAL OF MATERIALS PROCESSING TECHNOLOGY,0924-0136,1873-4774,"ENGINEERING, INDUSTRIAL - SCIE(Q2); ENGINEERING, MANUFACTURING - SCIE(Q2); MATERIALS SCIENCE, MULTIDISCIPLINARY - SCIE(Q2)",5.289,5.551
FOOD CONTROL,FOOD CONTROL,0956-7135,1873-7129,FOOD SCIENCE & TECHNOLOGY - SCIE(Q1),5.025,5.548
CURRENT OPINION IN PHARMACOLOGY,CURRENT OPINION IN PHARMACOLOGY,1471-4892,1471-4973,PHARMACOLOGY & PHARMACY - SCIE(Q2),5.512,5.547
INTERNATIONAL JOURNAL OF HUMAN RESOURCE MANAGEMENT,INTERNATIONAL JOURNAL OF HUMAN RESOURCE MANAGEMENT,0958-5192,1466-4399,MANAGEMENT - SSCI(Q2),4.976,5.546
ENVIRONMENTAL AND EXPERIMENTAL BOTANY,ENVIRONMENTAL AND EXPERIMENTAL BOTANY,0098-8472,1873-7307,PLANT SCIENCES - SCIE(Q1); ENVIRONMENTAL SCIENCES - SCIE(Q2),5.275,5.545
Reviews of Physiology Biochemistry and Pharmacology,Reviews of Physiology Biochemistry and Pharmacology,0303-4240,N/A,BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE(Q1); PHYSIOLOGY - SCIE(Q1); PHARMACOLOGY & PHARMACY - SCIE(Q1),5.545,5.545
FEBS Journal,FEBS Journal,1742-464X,1742-4658,BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE(Q2),5.384,5.542
JOURNAL OF ANALYTICAL AND APPLIED PYROLYSIS,JOURNAL OF ANALYTICAL AND APPLIED PYROLYSIS,0165-2370,1873-250X,"CHEMISTRY, ANALYTICAL - SCIE(Q1); ENGINEERING, CHEMICAL - SCIE(Q1); ENERGY & FUELS - SCIE(Q2)",5.194,5.541
Earth System Dynamics,Earth System Dynamics,2190-4979,2190-4987,"GEOSCIENCES, MULTIDISCIPLINARY - SCIE(Q1)",5.254,5.54
POSTHARVEST BIOLOGY AND TECHNOLOGY,POSTHARVEST BIOLOGY AND TECHNOLOGY,0925-5214,1873-2356,HORTICULTURE - SCIE(Q1); AGRONOMY - SCIE(Q1); FOOD SCIENCE & TECHNOLOGY - SCIE(Q1),4.826,5.537
PSYCHONOMIC BULLETIN & REVIEW,PSYCHONOMIC BULLETIN & REVIEW,1069-9384,1531-5320,"PSYCHOLOGY, MATHEMATICAL - SSCI(Q1); PSYCHOLOGY, EXPERIMENTAL - SSCI(Q1)",5.344,5.536
ARCHIVES OF PATHOLOGY & LABORATORY MEDICINE,ARCHIVES OF PATHOLOGY & LABORATORY MEDICINE,0003-9985,1543-2165,"PATHOLOGY - SCIE(Q1); MEDICAL LABORATORY TECHNOLOGY - SCIE(Q1); MEDICINE, RESEARCH & EXPERIMENTAL - SCIE(Q2)",5.369,5.534
EUROPEAN JOURNAL OF IMMUNOLOGY,EUROPEAN JOURNAL OF IMMUNOLOGY,0014-2980,1521-4141,IMMUNOLOGY - SCIE(Q2),5.027,5.532
Journal of the American College of Radiology,Journal of the American College of Radiology,1546-1440,1558-349X,"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE(Q1)",4.874,5.532
SEMINARS IN ARTHRITIS AND RHEUMATISM,SEMINARS IN ARTHRITIS AND RHEUMATISM,0049-0172,1532-866X,RHEUMATOLOGY - SCIE(Q2),5.304,5.532
Journal of Translational Medicine,Journal of Translational Medicine,N/A,1479-5876,"MEDICINE, RESEARCH & EXPERIMENTAL - SCIE(Q1)",5.424,5.531
Genes and Nutrition,Genes and Nutrition,1555-8932,1865-3499,NUTRITION & DIETETICS - SCIE(Q2); GENETICS & HEREDITY - SCIE(Q2),5.138,5.523
JOURNAL OF ADVERTISING,JOURNAL OF ADVERTISING,0091-3367,1557-7805,COMMUNICATION - SSCI(Q1); BUSINESS - SSCI(Q2),4.776,5.522
Biosensors-Basel,Biosensors-Basel,N/A,2079-6374,"INSTRUMENTS & INSTRUMENTATION - SCIE(Q1); CHEMISTRY, ANALYTICAL - SCIE(Q1); NANOSCIENCE & NANOTECHNOLOGY - SCIE(Q2)",5.274,5.519
FOOD MICROBIOLOGY,FOOD MICROBIOLOGY,0740-0020,1095-9998,FOOD SCIENCE & TECHNOLOGY - SCIE(Q1); BIOTECHNOLOGY & APPLIED MICROBIOLOGY - SCIE(Q1); MICROBIOLOGY - SCIE(Q1),5.167,5.516
Journal of Cheminformatics,Journal of Cheminformatics,1758-2946,1758-2946,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE(Q1); COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE(Q1); CHEMISTRY, MULTIDISCIPLINARY - SCIE(Q1)",5.014,5.514
Frontiers in Cellular Neuroscience,Frontiers in Cellular Neuroscience,N/A,1662-5102,NEUROSCIENCES - SCIE(Q1),5.36,5.505
Journal of the American Heart Association,Journal of the American Heart Association,2047-9980,2047-9980,CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE(Q2),5.333,5.501
Journal of Purchasing and Supply Management,Journal of Purchasing and Supply Management,1478-4092,1873-6505,MANAGEMENT - SSCI(Q1),4.782,5.5
Thrombosis Journal,Thrombosis Journal,1477-9560,1477-9560,PERIPHERAL VASCULAR DISEASE - SCIE(Q2); HEMATOLOGY - SCIE(Q2),5.385,5.5
ECOLOGY,ECOLOGY,0012-9658,1939-9170,ECOLOGY - SCIE(Q1),5.297,5.499
JOURNAL OF SANDWICH STRUCTURES & MATERIALS,JOURNAL OF SANDWICH STRUCTURES & MATERIALS,1099-6362,1530-7972,"MATERIALS SCIENCE, CHARACTERIZATION & TESTING - SCIE(Q1); ENGINEERING, MECHANICAL - SCIE(Q2); MATERIALS SCIENCE, COMPOSITES - SCIE(Q2)",4.764,5.497
TRANSPORTATION RESEARCH PART D-TRANSPORT AND ENVIRONMENT,TRANSPORTATION RESEARCH PART D-TRANSPORT AND ENVIRONMENT,1361-9209,1879-2340,TRANSPORTATION SCIENCE & TECHNOLOGY - SCIE(Q1); TRANSPORTATION - SSCI(Q1); ENVIRONMENTAL STUDIES - SSCI(Q1),4.803,5.495
TRANSPORTATION RESEARCH PART D-TRANSPORT AND ENVIRONMENT,TRANSPORTATION RESEARCH PART D-TRANSPORT AND ENVIRONMENT,1361-9209,1879-2340,TRANSPORTATION SCIENCE & TECHNOLOGY - SCIE(Q1); TRANSPORTATION - SSCI(Q1); ENVIRONMENTAL STUDIES - SSCI(Q1),4.803,5.495
ENVIRONMENTAL MICROBIOLOGY,ENVIRONMENTAL MICROBIOLOGY,1462-2912,1462-2920,MICROBIOLOGY - SCIE(Q2),5.114,5.491
BULLETIN OF THE CHEMICAL SOCIETY OF JAPAN,BULLETIN OF THE CHEMICAL SOCIETY OF JAPAN,0009-2673,1348-0634,"CHEMISTRY, MULTIDISCIPLINARY - SCIE(Q2)",5.208,5.488
Nucleic Acid Therapeutics,Nucleic Acid Therapeutics,2159-3337,2159-3345,"MEDICINE, RESEARCH & EXPERIMENTAL - SCIE(Q2); CHEMISTRY, MEDICINAL - SCIE(Q2); BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE(Q2)",5.216,5.486
IEEE TRANSACTIONS ON CONTROL SYSTEMS TECHNOLOGY,IEEE TRANSACTIONS ON CONTROL SYSTEMS TECHNOLOGY,1063-6536,1558-0865,"ENGINEERING, ELECTRICAL & ELECTRONIC - SCIE(Q1); AUTOMATION & CONTROL SYSTEMS - SCIE(Q2)",5.317,5.485
JOURNAL OF HUMAN RESOURCES,JOURNAL OF HUMAN RESOURCES,0022-166X,1548-8004,ECONOMICS - SSCI(Q1); INDUSTRIAL RELATIONS & LABOR - SSCI(Q1),5.364,5.485
Journal of Water Process Engineering,Journal of Water Process Engineering,2214-7144,2214-7144,"ENGINEERING, CHEMICAL - SCIE(Q1); WATER RESOURCES - SCIE(Q1); ENGINEERING, ENVIRONMENTAL - SCIE(Q2)",4.724,5.485
BONE MARROW TRANSPLANTATION,BONE MARROW TRANSPLANTATION,0268-3369,1476-5365,HEMATOLOGY - SCIE(Q2); IMMUNOLOGY - SCIE(Q2); ONCOLOGY - SCIE(Q2); TRANSPLANTATION - SCIE(Q2),4.761,5.483
GYNECOLOGIC ONCOLOGY,GYNECOLOGIC ONCOLOGY,0090-8258,1095-6859,OBSTETRICS & GYNECOLOGY - SCIE(Q1); ONCOLOGY - SCIE(Q2),4.9,5.482
Journal of Cystic Fibrosis,Journal of Cystic Fibrosis,1569-1993,1873-5010,RESPIRATORY SYSTEM - SCIE(Q2),4.704,5.482
Remote Sensing in Ecology and Conservation,Remote Sensing in Ecology and Conservation,N/A,2056-3485,ECOLOGY - SCIE(Q1); REMOTE SENSING - SCIE(Q2),4.778,5.481
BRQ-Business Research Quarterly,BRQ-Business Research Quarterly,2340-9436,2340-9444,BUSINESS - SSCI(Q3); MANAGEMENT - SSCI(Q3),5.075,5.475
Journal of Oral Microbiology,Journal of Oral Microbiology,N/A,2000-2297,MICROBIOLOGY - SCIE(Q2),5.132,5.474
International Small Business Journal-Researching Entrepreneurship,International Small Business Journal-Researching Entrepreneurship,0266-2426,1741-2870,BUSINESS - SSCI(Q2); MANAGEMENT - SSCI(Q2),4.743,5.473
JOURNAL OF THE MECHANICS AND PHYSICS OF SOLIDS,JOURNAL OF THE MECHANICS AND PHYSICS OF SOLIDS,0022-5096,1873-4782,"MECHANICS - SCIE(Q1); MATERIALS SCIENCE, MULTIDISCIPLINARY - SCIE(Q2); PHYSICS, CONDENSED MATTER - SCIE(Q2)",4.853,5.471
Cancer & Metabolism,Cancer & Metabolism,N/A,2049-3002,CELL BIOLOGY - SCIE(Q2); ONCOLOGY - SCIE(Q2),5.438,5.469
JOURNAL OF MOLECULAR BIOLOGY,JOURNAL OF MOLECULAR BIOLOGY,0022-2836,1089-8638,BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE(Q1),5.337,5.469
Journal of Science-Advanced Materials and Devices,Journal of Science-Advanced Materials and Devices,2468-2284,2468-2179,"MATERIALS SCIENCE, MULTIDISCIPLINARY - SCIE(Q1); NANOSCIENCE & NANOTECHNOLOGY - SCIE(Q2)",5.203,5.469
World Journal of Emergency Surgery,World Journal of Emergency Surgery,1749-7922,1749-7922,SURGERY - SCIE(Q1); EMERGENCY MEDICINE - SCIE(Q1),5.142,5.469
ISA TRANSACTIONS,ISA TRANSACTIONS,0019-0578,1879-2022,"ENGINEERING, MULTIDISCIPLINARY - SCIE(Q1); INSTRUMENTS & INSTRUMENTATION - SCIE(Q1); AUTOMATION & CONTROL SYSTEMS - SCIE(Q1)",4.711,5.468
APPLIED CLAY SCIENCE,APPLIED CLAY SCIENCE,0169-1317,1872-9053,"MINERALOGY - SCIE(Q1); CHEMISTRY, PHYSICAL - SCIE(Q2); MATERIALS SCIENCE, MULTIDISCIPLINARY - SCIE(Q2)",4.711,5.467
JOURNAL OF URBAN TECHNOLOGY,JOURNAL OF URBAN TECHNOLOGY,1063-0732,1466-1853,URBAN STUDIES - SSCI(Q1),5.0,5.465
AMERICAN JOURNAL OF PHYSIOLOGY-LUNG CELLULAR AND MOLECULAR PHYSIOLOGY,AMERICAN JOURNAL OF PHYSIOLOGY-LUNG CELLULAR AND MOLECULAR PHYSIOLOGY,1040-0605,1522-1504,PHYSIOLOGY - SCIE(Q1); RESPIRATORY SYSTEM - SCIE(Q2),4.845,5.464
Clinical Research in Cardiology,Clinical Research in Cardiology,1861-0684,1861-0692,CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE(Q2),3.898,5.46
GEOTECHNIQUE,GEOTECHNIQUE,0016-8505,1751-7656,"ENGINEERING, GEOLOGICAL - SCIE(Q1)",5.145,5.458
iScience,iScience,N/A,2589-0042,MULTIDISCIPLINARY SCIENCES - SCIE(Q1),5.351,5.458
MEDICAL CLINICS OF NORTH AMERICA,MEDICAL CLINICS OF NORTH AMERICA,0025-7125,1557-9859,"MEDICINE, GENERAL & INTERNAL - SCIE(Q1)",5.456,5.456
Chinese Medicine,Chinese Medicine,1749-8546,1749-8546,INTEGRATIVE & COMPLEMENTARY MEDICINE - SCIE(Q1); PHARMACOLOGY & PHARMACY - SCIE(Q2),4.967,5.455
MICROPOROUS AND MESOPOROUS MATERIALS,MICROPOROUS AND MESOPOROUS MATERIALS,1387-1811,1873-3093,"CHEMISTRY, APPLIED - SCIE(Q1); NANOSCIENCE & NANOTECHNOLOGY - SCIE(Q2); CHEMISTRY, PHYSICAL - SCIE(Q2); MATERIALS SCIENCE, MULTIDISCIPLINARY - SCIE(Q2)",5.034,5.455
Ecosystem Services,Ecosystem Services,2212-0416,2212-0416,ECOLOGY - SCIE(Q1); ENVIRONMENTAL STUDIES - SSCI(Q1); ENVIRONMENTAL SCIENCES - SCIE(Q1),4.796,5.454
Ecosystem Services,Ecosystem Services,2212-0416,2212-0416,ECOLOGY - SCIE(Q1); ENVIRONMENTAL STUDIES - SSCI(Q1); ENVIRONMENTAL SCIENCES - SCIE(Q1),4.796,5.454
3D Printing and Additive Manufacturing,3D Printing and Additive Manufacturing,2329-7662,2329-7670,"ENGINEERING, MANUFACTURING - SCIE(Q2); MATERIALS SCIENCE, MULTIDISCIPLINARY - SCIE(Q2)",5.304,5.449
DEVELOPMENTAL MEDICINE AND CHILD NEUROLOGY,DEVELOPMENTAL MEDICINE AND CHILD NEUROLOGY,0012-1622,1469-8749,PEDIATRICS - SCIE(Q1); CLINICAL NEUROLOGY - SCIE(Q2),4.927,5.449
PUBLICATIONS OF THE ASTRONOMICAL SOCIETY OF THE PACIFIC,PUBLICATIONS OF THE ASTRONOMICAL SOCIETY OF THE PACIFIC,0004-6280,1538-3873,ASTRONOMY & ASTROPHYSICS - SCIE(Q1),5.166,5.445
Stem Cells International,Stem Cells International,1687-966X,1687-9678,CELL & TISSUE ENGINEERING - SCIE(Q2),5.252,5.443
Neurobiology of Stress,Neurobiology of Stress,2352-2895,2352-2895,NEUROSCIENCES - SCIE(Q1),5.098,5.441
RESEARCH IN SCIENCE EDUCATION,RESEARCH IN SCIENCE EDUCATION,0157-244X,1573-1898,EDUCATION & EDUCATIONAL RESEARCH - SSCI(Q2),5.094,5.439
MECHANISMS OF AGEING AND DEVELOPMENT,MECHANISMS OF AGEING AND DEVELOPMENT,0047-6374,1872-6216,GERIATRICS & GERONTOLOGY - SCIE(Q2); CELL BIOLOGY - SCIE(Q2),5.297,5.432
COMPUTERS & INDUSTRIAL ENGINEERING,COMPUTERS & INDUSTRIAL ENGINEERING,0360-8352,1879-0550,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE(Q1); ENGINEERING, INDUSTRIAL - SCIE(Q1)",4.728,5.431
COMPUTER METHODS AND PROGRAMS IN BIOMEDICINE,COMPUTER METHODS AND PROGRAMS IN BIOMEDICINE,0169-2607,1872-7565,"MEDICAL INFORMATICS - SCIE(Q1); COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE(Q1); ENGINEERING, BIOMEDICAL - SCIE(Q1); COMPUTER SCIENCE, THEORY & METHODS - SCIE(Q1)",4.936,5.428
JOURNAL OF MEDICAL INTERNET RESEARCH,JOURNAL OF MEDICAL INTERNET RESEARCH,1438-8871,N/A,HEALTH CARE SCIENCES & SERVICES - SCIE(Q1); MEDICAL INFORMATICS - SCIE(Q1),4.559,5.428
Evolution Medicine and Public Health,Evolution Medicine and Public Health,N/A,2050-6201,"EVOLUTIONARY BIOLOGY - SCIE(Q1); PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE(Q2)",5.3,5.425
Information Communication & Society,Information Communication & Society,1369-118X,1468-4462,COMMUNICATION - SSCI(Q1); SOCIOLOGY - SSCI(Q1),5.117,5.422
JOURNAL OF IMMUNOLOGY,JOURNAL OF IMMUNOLOGY,0022-1767,1550-6606,IMMUNOLOGY - SCIE(Q2),5.269,5.422
Cognitive Computation,Cognitive Computation,1866-9956,1866-9964,"NEUROSCIENCES - SCIE(Q2); COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE(Q2)",4.064,5.418
MICROBIOLOGICAL RESEARCH,MICROBIOLOGICAL RESEARCH,0944-5013,1618-0623,MICROBIOLOGY - SCIE(Q2),5.245,5.415
ACM TRANSACTIONS ON GRAPHICS,ACM TRANSACTIONS ON GRAPHICS,0730-0301,1557-7368,"COMPUTER SCIENCE, SOFTWARE ENGINEERING - SCIE(Q1)",3.533,5.414
CYTOTHERAPY,CYTOTHERAPY,1465-3249,1477-2566,"BIOTECHNOLOGY & APPLIED MICROBIOLOGY - SCIE(Q1); HEMATOLOGY - SCIE(Q2); CELL BIOLOGY - SCIE(Q2); CELL & TISSUE ENGINEERING - SCIE(Q2); MEDICINE, RESEARCH & EXPERIMENTAL - SCIE(Q2)",5.288,5.414
MEDICINE AND SCIENCE IN SPORTS AND EXERCISE,N/A,0195-9131,N/A,N/A,5.197,5.411
Journal of Computer-Mediated Communication,Journal of Computer-Mediated Communication,1083-6101,1083-6101,INFORMATION SCIENCE & LIBRARY SCIENCE - SSCI(Q1); COMMUNICATION - SSCI(Q1),5.179,5.41
Strategic Organization,Strategic Organization,1476-1270,1741-315X,BUSINESS - SSCI(Q3); MANAGEMENT - SSCI(Q3),5.114,5.409
BIOCHEMICAL SOCIETY TRANSACTIONS,BIOCHEMICAL SOCIETY TRANSACTIONS,0300-5127,1470-8752,BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE(Q2),5.326,5.407
COMPOSITE STRUCTURES,COMPOSITE STRUCTURES,0263-8223,1879-1085,"MECHANICS - SCIE(Q1); MATERIALS SCIENCE, COMPOSITES - SCIE(Q1)",4.626,5.407
Regulation & Governance,Regulation & Governance,1748-5983,1748-5991,LAW - SSCI(Q1); POLITICAL SCIENCE - SSCI(Q1); PUBLIC ADMINISTRATION - SSCI(Q2),4.233,5.4
World Journal of Mens Health,World Journal of Mens Health,2287-4208,2287-4690,UROLOGY & NEPHROLOGY - SCIE(Q1); ANDROLOGY - SCIE(Q1),5.277,5.4
GEOLOGY,GEOLOGY,0091-7613,1943-2682,GEOLOGY - SCIE(Q1),5.278,5.399
LAND USE POLICY,LAND USE POLICY,0264-8377,1873-5754,ENVIRONMENTAL STUDIES - SSCI(Q1),4.391,5.398
Food & Function,Food & Function,2042-6496,2042-650X,FOOD SCIENCE & TECHNOLOGY - SCIE(Q1); BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE(Q1),4.892,5.396
Journal of Enterprise Information Management,Journal of Enterprise Information Management,1741-0398,1758-7409,INFORMATION SCIENCE & LIBRARY SCIENCE - SSCI(Q1); MANAGEMENT - SSCI(Q2),3.927,5.396
Journal of the International AIDS Society,Journal of the International AIDS Society,N/A,1758-2652,INFECTIOUS DISEASES - SCIE(Q1); IMMUNOLOGY - SCIE(Q2),4.864,5.396
Advances in Clinical Chemistry,Advances in Clinical Chemistry,0065-2423,2162-9471,MEDICAL LABORATORY TECHNOLOGY - SCIE(Q1),5.379,5.394
ECOLOGICAL ECONOMICS,ECOLOGICAL ECONOMICS,0921-8009,1873-6106,ENVIRONMENTAL SCIENCES - SCIE(Q1); ECONOMICS - SSCI(Q1); ECOLOGY - SCIE(Q1); ENVIRONMENTAL STUDIES - SSCI(Q1),5.019,5.389
ECOLOGICAL ECONOMICS,ECOLOGICAL ECONOMICS,0921-8009,1873-6106,ENVIRONMENTAL SCIENCES - SCIE(Q1); ECONOMICS - SSCI(Q1); ECOLOGY - SCIE(Q1); ENVIRONMENTAL STUDIES - SSCI(Q1),5.019,5.389
BRITISH JOURNAL OF GENERAL PRACTICE,BRITISH JOURNAL OF GENERAL PRACTICE,0960-1643,1478-5242,"MEDICINE, GENERAL & INTERNAL - SCIE(Q1); PRIMARY HEALTH CARE - SCIE(Q1)",4.787,5.386
PRECISION AGRICULTURE,PRECISION AGRICULTURE,1385-2256,1573-1618,"AGRICULTURE, MULTIDISCIPLINARY - SCIE(Q1)",4.792,5.385
Journal of Neural Engineering,Journal of Neural Engineering,1741-2560,1741-2552,"NEUROSCIENCES - SCIE(Q2); ENGINEERING, BIOMEDICAL - SCIE(Q2)",4.655,5.379
Diabetes & Metabolism Journal,Diabetes & Metabolism Journal,2233-6079,2233-6087,ENDOCRINOLOGY & METABOLISM - SCIE(Q2),4.896,5.376
Solid State Physics,Solid State Physics,0081-1947,N/A,"PHYSICS, CONDENSED MATTER - SCIE(Q2)",4.875,5.375
PHYTOCHEMISTRY REVIEWS,PHYTOCHEMISTRY REVIEWS,1568-7767,1572-980X,PLANT SCIENCES - SCIE(Q1),5.287,5.374
SOIL & TILLAGE RESEARCH,SOIL & TILLAGE RESEARCH,0167-1987,1879-3444,SOIL SCIENCE - SCIE(Q1),4.947,5.374
BIOELECTROCHEMISTRY,BIOELECTROCHEMISTRY,1567-5394,1878-562X,BIOPHYSICS - SCIE(Q1); BIOLOGY - SCIE(Q1); BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE(Q2); ELECTROCHEMISTRY - SCIE(Q2),5.02,5.373
International Review of Financial Analysis,International Review of Financial Analysis,1057-5219,1873-8079,"BUSINESS, FINANCE - SSCI(Q1)",4.742,5.373
JOURNAL OF NEUROCHEMISTRY,JOURNAL OF NEUROCHEMISTRY,0022-3042,1471-4159,NEUROSCIENCES - SCIE(Q2); BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE(Q2),5.157,5.372
AGRICULTURAL SYSTEMS,AGRICULTURAL SYSTEMS,0308-521X,1873-2267,"AGRICULTURE, MULTIDISCIPLINARY - SCIE(Q1)",4.933,5.37
ATMOSPHERIC RESEARCH,ATMOSPHERIC RESEARCH,0169-8095,1873-2895,METEOROLOGY & ATMOSPHERIC SCIENCES - SCIE(Q1),4.631,5.369
CURRENT HYPERTENSION REPORTS,CURRENT HYPERTENSION REPORTS,1522-6417,1534-3111,PERIPHERAL VASCULAR DISEASE - SCIE(Q2),5.215,5.369
HABITAT INTERNATIONAL,HABITAT INTERNATIONAL,0197-3975,1873-5428,DEVELOPMENT STUDIES - SSCI(Q1); URBAN STUDIES - SSCI(Q1); REGIONAL & URBAN PLANNING - SSCI(Q1); ENVIRONMENTAL STUDIES - SSCI(Q2),4.691,5.369
DERMATOLOGY,DERMATOLOGY,1018-8665,1421-9832,DERMATOLOGY - SCIE(Q1),5.183,5.366
JOURNAL OF CARDIOVASCULAR MAGNETIC RESONANCE,JOURNAL OF CARDIOVASCULAR MAGNETIC RESONANCE,1097-6647,1532-429X,"CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE(Q1); RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE(Q1)",4.981,5.364
EUROPEAN PSYCHIATRY,EUROPEAN PSYCHIATRY,0924-9338,1778-3585,PSYCHIATRY - SSCI(Q1); PSYCHIATRY - SCIE(Q1),5.249,5.361
EUROPEAN PSYCHIATRY,EUROPEAN PSYCHIATRY,0924-9338,1778-3585,PSYCHIATRY - SSCI(Q1); PSYCHIATRY - SCIE(Q1),5.249,5.361
CEREBRAL CORTEX,CEREBRAL CORTEX,1047-3211,1460-2199,NEUROSCIENCES - SCIE(Q2),5.05,5.357
JOURNAL OF TEACHER EDUCATION,JOURNAL OF TEACHER EDUCATION,0022-4871,1552-7816,EDUCATION & EDUCATIONAL RESEARCH - SSCI(Q1),4.714,5.357
JOURNAL OF FOOD ENGINEERING,JOURNAL OF FOOD ENGINEERING,0260-8774,1873-5770,"ENGINEERING, CHEMICAL - SCIE(Q1); FOOD SCIENCE & TECHNOLOGY - SCIE(Q1)",5.062,5.354
Sustainable Energy Technologies and Assessments,Sustainable Energy Technologies and Assessments,2213-1388,2213-1396,GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY - SCIE(Q2); ENERGY & FUELS - SCIE(Q2),4.663,5.353
International Journal of Clinical and Health Psychology,International Journal of Clinical and Health Psychology,1697-2600,1576-7329,"PSYCHOLOGY, CLINICAL - SSCI(Q1)",4.383,5.35
PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,0962-8452,1471-2954,EVOLUTIONARY BIOLOGY - SCIE(Q1); ECOLOGY - SCIE(Q1); BIOLOGY - SCIE(Q1),5.178,5.349
JOURNAL OF CONSULTING AND CLINICAL PSYCHOLOGY,JOURNAL OF CONSULTING AND CLINICAL PSYCHOLOGY,0022-006X,1939-2117,"PSYCHOLOGY, CLINICAL - SSCI(Q1)",5.141,5.348
American Economic Journal-Economic Policy,American Economic Journal-Economic Policy,1945-7731,1945-774X,ECONOMICS - SSCI(Q1),5.218,5.347
