DOI,Título,Autores,Año,Citas,Revista
10.3906/elk-1202-114,Detection of microcalcification clusters in digitized X-ray mammograms using unsharp masking and image statistics,Pelin KUŞ and İrfan KARAGÖZ,2013,7,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1201-21,Survey of power quality in Turkish national transmission network,Celal KOCATEPE and Bedri KEKEZOĞLU and Altuğ BOZKURT and Recep YUMURTACI and Oktay ARIKAN and Mustafa BAYSAL and Yener AKKAYA and Aslan İNAN,2013,1,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1201-101,A convergent algorithm for a cascade network of multiplexed dual outputdiscrete perceptrons for linearly nonseparable classification,İbrahim GENÇ and Cüneyt GÜZELİŞ,2014,0,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1201-97,Observer-based controller for current mode control of an interleaved boost converter,Shenbaga LAKSHMI and Sree Renga RAJA,2014,3,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1205-38,Effects of a current transformer''s magnetizing current on the driving voltage in self-oscillating converters,Güngör BAL and Selim ÖNCÜ,2014,2,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1209-86,Performance evaluation of a fuzzy variable structure satellite attitude controller under sensor data delay,Bilgehan ERKAL and Hüseyin DEMİREL,2014,1,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1205-21,RFID and communication technologies for an intelligent bus monitoring and management system,Mahammad Abdul HANNAN and Aishah MUSTAPHA and Abdulla AL MAMUN and Aini HUSSAIN and Hassan BASRI,2014,3,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1207-23,How do HCCMEs perform in small samples?,Mehmet ORHAN and Esra ŞİMŞEK,2014,0,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1202-44,Star-crossed cube: an alternative to star graph,Nibedita ADHIKARI and Chitta Ranjan TRIPATHY,2014,7,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1206-56,Statistical approach for determining impulse breakdown voltage distribution under DC sweep voltage,Mehmet DEMİR and Celal KORAŞLI,2014,3,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1202-86,A novel approach based on reliability sensitivity analysis to allocate protective devices,Hamed HASHEMI DEZAKI and Hossein ASKARIAN-ABYANEH and Mehdi GARMRUDI and Hossein MAHDINIA and Kazem MAZLUMI,2014,2,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1012-938,Extracting Fuzzy Rules for Diagnosis of Breast Cancer,ALİ KELEŞ,2013,1,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1203-9,Novel approaches for automated epileptic diagnosis using FCBF selection and classification algorithms,Baha ŞEN and Musa PEKER,2013,22,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1511-203,Using latent semantic analysis for automated keyword extraction from large document corpora,Tuğba ÖNAL SÜZEK,2017,7,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1404-341,Variation of photovoltaic system performance due to climatic and geographical conditions in Turkey,Betül BEKTAŞ EKİCİ,2016,4,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1410-191,A hybrid MACO and BFOA algorithm for power loss minimization and total cost reduction in distribution systems,Muthubalaji SANKARAMOORTHY and Malathi VELUCHAMY,2017,4,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1508-16,An advanced robust fault-tolerant tracking control for a doubly fed induction generator with actuator faults,Samir ABDELMALEK and Linda BARAZANE and Abdelkader LARABI,2017,16,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1703-122,ANN-based SHEPWM using a harmony search on a new multilevel inverter topology,Fayçal CHABNI and Rachid TALEB and M'hamed HELAIMI,2017,9,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1711-137,Adaptive antisingularity terminal sliding mode control for a robotic arm with model uncertainties and external disturbances,Kiem NGUYEN and Tinh NGUYEN and Quyen BUI and Minhtuan PHAM,2018,2,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1412-28,Leveraging linked open data information extraction for data mining applications,Rajesh MAHULE and Om Prakash VYAS,2016,0,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1602-265,Regional ionospheric trend statistics: IONOLAB-PDF,Ozan KÖROĞLU and Feza ARIKAN,2017,5,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1710-104,Minimizing path loss prediction error using k-means clustering and fuzzy logic,Wiyada BHUPUAK and Siraphop TOOPRAKAI,2018,3,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1409-137,The use of cross-company fault data for the software fault prediction problem,Çağatay ÇATAL,2016,7,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1406-14,"Protection of a multiterminal DC compact node feeding electric vehicles on electric railway systems, secondary distribution networks, and PV systems",Jesus Casa HERNANDEZ and Francisco Sanchez SUTIL and Pedro Gomez VIDAL,2016,26,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1404-174,Design of compact octagonal slotted hexagonal and rectangular shaped monopole antennas for dual/UWB applications,Praveen Naidu VUMMADISETTY and Raj KUMAR,2016,20,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1802-50,Prediction of gross calorific value of coal based on proximate analysis using multiple linear regression and artificial neural networks,Mustafa AÇIKKAR and Osman SİVRİKAYA,2018,14,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1608-312,Low-frequency exposure analysis using electric and magnetic field measurements and predictions in the proximity of power transmission lines in urban areas,Hamza Feza CARLAK and Şükrü ÖZEN and Süleyman BİLGİN,2017,5,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1706-66,Unit commitment considering the emergency demand response programs and interruptible/curtailable loads,JAVAD NIKOUKAR,2018,5,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1704-203,Blood glucose control using an ABC algorithm-based fuzzy-PID controller,Selim SOYLU and Kenan DANIŞMAN,2018,9,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1301-220,Color texture image classification based on fractal features and extreme learning machine,Erkan TANYILDIZI,2015,1,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1401-19,Fetal electrocardiogram estimation using polynomial eigenvalue decomposition,Soydan REDIF,2016,10,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1309-71,Reconstructive sensing circuit for complementary resistive switches-based crossbar memories,Ertuğrul KARAKULAK and Reşat MUTLU and Erdem UÇAR,2016,4,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1702-275,New magnet shape for reducing torque ripple in an outer-rotor permanent-magnet machine,Yusuf ÖZOĞLU,2017,2,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1307-80,A 2.4-GHz highly linear derivative superposition Gilbert cell mixer,Samaneh SEDIGHI and Omid HASHEMIPOUR and Massoud DOUSTI,2016,3,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1501-108,A problem approximation surrogate model (PASM) for fitness approximation in optimizing the quantization table for the JPEG baseline algorithm,Vinoth Kumar BALASUBRAMANIAN and Karpagam MANAVALAN,2016,2,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1703-125,A new video forgery detection approach based on forgery line,Işılay BOZKURT and Mustafa Hakan BOZKURT and Güzin ULUTAŞ,2017,9,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1511-9,Instantaneous protection scheme for backup protection of high-voltage transmission lines,Syed Norazizul SYED NASIR and Abdullah Asuhaimi MOHD ZIN,2017,3,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1108-19,Anticipating the friction coefficient of friction materials used in automobiles by means of machine learning without using a test instrument,Mustafa TİMUR and Fatih AYDIN,2013,4,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1404-243,Impact of large-scale installation of LED lamps in a distribution system,Sohel UDDIN and Hussain SHAREEF and Olav KRAUSE and Azah MOHAMED and Mohammad Abdul HANNAN and Naz Niamul ISLAM,2015,8,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1606-152,Promoting peak shaving while minimizing electricity consumption payment for residential consumers by using storage devices,Simona Vasilica OPREA and Adela BARA and Mahmut Erkut CEBECİ and Osman Bülent TÖR,2017,6,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1204-12,Simulation of discrete electromagnetic propagation model for atmospheric effects on mobile communication,Şaban Selim ŞEKER and Fulya KUNTER,2013,2,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1212-143,A new PSFB converter-based inverter arc welding machine with high power density and high efficiency,İsmail AKSOY,2014,5,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1702-190,Power oscillation damping control by PSS and DFIG wind turbine under multiple operating conditions,Korakot THANPISIT and Issarachai NGAMROO,2017,4,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1212-31,Hybrid adaptive neuro-fuzzy B-spline--based SSSC damping control paradigm using online system identification,Laiq KHAN and Rabiah BADAR,2015,10,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1408-36,Optimization of PID parameters using BBBC for a multiarea AGC scheme in a deregulated power system,Nagendra KUMAR and Vishal KUMAR and Barjeev TYAGI,2016,10,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1412-15,The phononic crystal interface layer determines slow-wave and pulse broadening effects,Li SUN and Aiming JI and Jialing HU and Canyan ZHU and Lijun ZHANG and Jianfeng YANG and Ling-Feng MAO,2016,2,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1512-102,Turkish entity discovery with word embeddings,Murat KALENDER and Emin Erkan KORKMAZ,2017,1,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1110-68,High-performance CMOS CCI in a 0.35 $\mu $m CMOS technology and a new all-pass filter application,Emre ARSLAN and Bilgin METİN and Mehmet Oğuzhan ÇİÇEKOĞLU and Avni MORGÜL,2013,2,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1705-165,Upper envelope detection of ECG signals for baseline wander correction: a pilot study,MOHAMMED ASSAM OUALI and MOUNA GHANAI and KHEIREDDINE CHAFAA,2018,7,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1801-75,Symbolic interpretation of artificial neural networks using genetic algorithms,Dounia YEDJOUR and Abdelkader BENYETTOU and Hayat YEDJOUR,2018,2,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1209-8,Control of SVC based on the sliding mode control method,Ercan KÖSE and Hakan KIZMAZ and Kadir ABACI and Saadettin AKSOY,2014,7,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1404-220,A hybrid search method of wrapper feature selection by chaos particle swarm optimization and local search,Mohammad Masoud JAVIDI and Nasibeh EMAMI,2016,7,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1304-130,Towards a semantic-based information extraction system for matching résumés to job openings,Duygu ÇELİK,2016,5,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1106-46,Big Bang - Big Crunch Optimization Algorithm with Local Directional Moves,HAKKI MURAT GENÇ,2013,5,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1412-193,Speech recognition using ANN and predator-influenced civilized swarm optimization algorithm,Teena MITTAL and Rajendra Kumar SHARMA,2016,8,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1502-198,Adaptive speed observer with disturbance torque compensation for sensorless induction motor drives using RT-Lab,Mohan KRISHNA and Febin DAYA,2016,7,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1511-124,Classifications of disturbances using wavelet transform and support vector machine,Neda HAJIBANDEH and Faramarz FAGHIHI and Hossein RANJBAR and Hesam KAZARI,2017,5,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1608-143,Inverse kinematics of a 7-DOF redundant robot manipulator using the active set approach under joint physical limits,Modjtaba ROUHANI and Sima EBRAHIMABADI,2017,4,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1402-212,Active filter solutions in energy systems,Sabir RÜSTEMLİ and Mehmet Sait CENGİZ,2015,9,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1112-17,Direct adaptive fuzzy sliding mode decoupling control for a class of underactuated mechanical systems,Fares NAFA and Salim LABIOD and Hachemi CHEKIREB,2013,10,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1708-28,SF6 gas-insulated 50-kVA distribution transformer design,Okan ÖZGÖNENEL and David THOMAS and Ünal KURT,2018,4,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1308-154,Design and implementation of a man-overboard emergency discovery system based on wireless sensor networks,Abdullah SEVİN and Cüneyt BAYILMIŞ and İsmail ERTÜRK and Hüseyin EKİZ and Ahmet KARACA,2016,10,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1501-181,Statistical learning approaches in diagnosing patients with nontraumatic acute abdomen,Gökmen ZARARSIZ and Hızır Yakup AKYILDIZ and Dinçer GÖKSÜLÜK and Selçuk KORKMAZ and Ahmet ÖZTÜRK,2016,7,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1704-238,Performance analysis of Hamming code for WSN-based smart grid applications,Melike YİĞİT and Vehbi Çağrı GÜNGÖR and Pınar BÖLÜK,2018,3,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1503-156,Channel estimation using an adaptive neuro fuzzy inference system in the OFDM-IDMA system,Necmi TAŞPINAR and Şakir ŞİMŞİR,2017,5,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1309-47,Commutation angles adjustment in SRM drives to reduce torque ripple below the motor base speed,Ali SHAHABI and Amir RASHIDI and Milad AFSHOON and Seyyed Mortaza SAGHAIAN NEJAD,2016,17,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1404-234,A new approach for optimal reactive power flow of MTDC systems using the ABC algorithm,Ulaş KILIÇ and Kürşat AYAN,2017,0,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1310-129,A discrete numerical method for magnetic field determination in three-phase busbars of a rectangular cross-section,Tomasz SZCZEGIELNIAK and Zygmunt PIATEK and Bernard BARON and Pawel JABLOŃSKI and Dariusz KUSIAK and Artur PASIERBEK,2016,3,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1202-113,Hybrid of genetic algorithm and great deluge algorithm for rough set attribute reduction,Najmeh Sadat JADDI and Salwani ABDULLAH,2013,16,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1711-139,Sign language recognition with multi feature fusion and ANN classifier,Sunitha RAVI and Suman MALOJI and Venkata Vijay Kishore POLURIE and Kiran Kumar EEPURI,2018,4,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1407-182,Power quality assessment in different wind power plant models,Hamid SHARIATPANAH and Morteza SABOURI KENARI and Roohollah FADAEINEDJAD,2016,2,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1709-180,An efficient structure for T-CNTFETs with intrinsic-n-doped impurity distribution pattern in drain region,Ali NADERI and Maryam GHODRATI,2018,8,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1608-308,A novel optical flow-based representation for temporal video segmentation,Samet AKPINAR and Ferdanur ALPASLAN,2017,1,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1606-415,A new approach to pulse deinterleaving based on adaptive thresholding,Mostafa BAGHERI and Mohammad Hossein SEDAAGHI,2017,4,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1601-157,Eccentricity fault diagnosis in a permanent magnet synchronous motor under nonstationary speed conditions,Mustafa EKER and Mehmet AKAR,2017,5,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1209-23,Multiple-global-best guided artificial bee colony algorithm for induction motor parameter estimation,Abdul Ghani ABRO and Junita MOHAMAD-SALEH,2014,14,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1512-271,Evaluation of distance education websites: a hybrid multicriteria approach,Mehmet KABAK and Eren ÖZCEYLAN and Metin DAĞDEVİREN and Tolga GENÇ,2017,10,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1404-59,Group control and identification of residential appliances using a nonintrusive method,Sunil SEMWAL and Munendra SINGH and Rai Sachindra PRASAD,2015,5,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1801-261,Optimization of large electric power distribution using a parallel genetic algorithm with dandelion strategy,Jorge SABATTIN and Guillermo FUERTES and Miguel ALFARO and Luis QUEZADA and Manuel VARGAS,2018,5,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1505-197,A sampling-based method using an improved nonparametric density estimator for probabilistic harmonic load flow calculation,Farshid NASRFARD-JAHROMI and Mohammad MOHAMMADI,2016,2,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1703-35,Technoeconomic analysis of a grid-connected PV and battery energy storage system considering time of use pricing,Chinmay Kumar NAYAK and Manas Ranjan NAYAK,2018,10,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1304-210,An E-Nose-based indoor air quality monitoring system: prediction of combustible and toxic gas concentrations,Bekir MUMYAKMAZ and Kerim KARABACAK,2015,12,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1604-260,Fuzzy support vector machine based on hyperbolas optimized by the quantum-inspired gravitational search algorithm,Feng NI and Yuzhu HE and Fei JIANG,2017,2,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1606-296,Brain-computer interface: controlling a robotic arm using facial expressions,HUMAIRA NISAR and HONG-WAY KHOW and KIM HO YEAP,2018,6,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1710-128,User interaction in hands-free gaming: a comparative study of gaze-voice and touchscreen interface control,Muhtar Çağkan LUDAĞLI and Cengiz ACARTÜRK,2018,12,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1307-159,"Design of a high-linear, high-precision analog multiplier, free from body effect",Ali NADERI SAATLO and İsmail Serdar ÖZOĞUZ,2016,11,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1511-213,A hybrid of sliding mode control and fuzzy logic control using a fuzzy supervisory switched system for DC motor speed control,Husain AHMED and Abha RAJORIYA,2017,12,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1509-5,A methodology to include real-life failure data in the failure rate estimation of power distribution systems,Mojtaba GILVANEJAD and Hossein ASKARIAN ABYANEH and Kazem MAZLUMI,2017,2,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1109-46,Multireference TDOA-based source localization,Hamid TORBATI FARD and Mahmoud ATASHBAR and Yaser NOROUZI and Farrokh HOJJAT KASKANI,2013,3,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1311-58,Gender classification: a convolutional neural network approach,Shan Sung LIEW and Mohamed KHALIL-HANI and Syafeeza AHMAD RADZI and Rabia BAKHTERI,2016,34,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1309-5,Multiple perspectives on the hardware implementations of biological neuron models and programmable design aspects,Nimet KORKMAZ and İsmail ÖZTÜRK and Recai KILIÇ,2016,12,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1711-163,Design of a multiagent-based smart microgrid system for building energy and comfort management,Batyrkhan OMAROV and Aigerim ALTAYEVA,2018,2,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1712-166,Fiber-optic interferometric sensor for monitoring automobile and rail traffic,Jan NEDOMA and Marcel FAJKUS and Radana KAHANKOVA and Radek MARTINEK and Marek DVORSKY and Jan VANUS and Vladimir VASINEK and Daniel CVEJN,2018,8,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1803-76,A low-complexity RARE-based 2-D DOA estimation algorithm for a mixture of circular and strictly noncircular sources,Kashif SHABIR and Tarek HASAN AL MAHMUD and Rui ZHENG and Zhongfu YE,2018,1,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1603-73,An improved clonal selection algorithm using a tournament selection operator and its application to microstrip coupler design,Ezgi DENİZ ÜLKER,2017,5,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1802-232,A novel optimization method for solving constrained and unconstrained problems: modified Golden Sine Algorithm,Erkan TANYILDIZI,2018,4,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1601-189,A comparison of feature extraction techniques for malware analysis,Mohammad IMRAN and Muhammad Tanvir AFZAL and Muhammad Abdul QADIR,2017,7,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1111-28,Optimization of grid-connected microgrid consisting of PV/FC/UC with considered frequency control,Hamid HASSANZADEHFARD and Seyed Masoud MOGHADDAS-TAFRESHI and Seyed Mehdi HAKIMI,2015,17,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1403-45,ADSLANF: A negotiation framework for cloud management systems using a bulk negotiation behavioral learning approach,Rajkumar RAJAVEL and Mala THANGARATHINAM,2017,11,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.55730/1300-0632.3795,Adaptive output tracking of distributed parameter systems,İHSAN BERK ALTINER and MUSTAFA DOĞAN and JANSET DAŞDEMİR,2022,0,Turkish Journal of Electrical Engineering and Computer Sciences
10.55730/1300-0632.3825,Analyzing probabilistic optimal power flow problem by cubature rules,QING XIAO,2022,0,Turkish Journal of Electrical Engineering and Computer Sciences
10.55730/1300-0632.3821,The analysis and optimization of CNN Hyperparameters with fuzzy tree modelfor image classification,KÜBRA UYAR and ŞAKİR TAŞDEMİR and İLKER ALİ ÖZKAN,2022,1,Turkish Journal of Electrical Engineering and Computer Sciences
10.55730/1300-0632.3845,Interval observer-based supervision of nonlinear networked control systems,AFEF NAJJAR and Thach Ngoc Dinh and MESSAOUD AMAIRI and Tarek RAISSI,2022,0,Turkish Journal of Electrical Engineering and Computer Sciences
10.3906/elk-1211-171,Induction motor parameter estimation using metaheuristic methods,Ali İhsan ÇANAKOĞLU and Asım Gökhan YETGİN and Hasan TEMURTAŞ and Mustafa TURAN,2014,13,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.55730/1300-0632.3917,A deep learning based system for real-time detection and sorting of earthworm cocoons,ALİ ÇELİK and SİNAN UĞUZ,2022,0,Turkish Journal of Electrical Engineering and Computer Sciences
10.55730/1300-0632.3963,Modeling and validation of the thermoelectric generator with considering the change of the Seebeck effect and internal resistance,MEHMET ALİ ÜSTÜNER and HAYATİ MAMUR and SEZAİ TAŞKIN,2022,0,Turkish Journal of Electrical Engineering and Computer Sciences
10.55730/1300-0632.3913,Learning term weights by overfitting pairwise ranking loss,ÖMER ŞAHİN and İLYAS ÇİÇEKLİ and GÖNENÇ ERCAN,2022,0,Turkish Journal of Electrical Engineering and Computer Sciences
10.55730/1300-0632.3928,Perceptual analysis of distance sampling and transmittance estimation techniques in biomedical volume visualization,RAAZIA SOSAN and MUHAMMAD MOBEEN MOVANIA and SHAMA SIDDIQUI,2022,0,Turkish Journal of Electrical Engineering and Computer Sciences
10.55730/1300-0632.3958,Monte-Carlo method based simulations for photothermal mucosa coagulation with accurate depth limits,MERVE TÜRKER BURHAN and SERHAT TOZBURUN,2022,0,Turkish Journal of Electrical Engineering and Computer Sciences
10.55730/1300-0632.3932,A compact pattern reconfigurable antenna employing shorted quarterwave patch antennas,FEZA TURGAY ÇELİK and LALE ALATAN and HATİCE ÖZLEM AYDIN ÇİVİ,2022,0,Turkish Journal of Electrical Engineering and Computer Sciences
10.55730/1300-0632.3904,A concept for weighting sentiment phrase using deterministic solution of algebraic equations,MARYAM JALALI and MORTEZA ZAHEDI and ABDOLALI BASIRI,2022,0,Turkish Journal of Electrical Engineering and Computer Sciences
