DOI,Título,Autores,Año,Citas,Revista
10.3233/jifs-219166,On practice and dilemma of artificial intelligence in collaborative teaching of the ideological and political theory course in colleges and universities,n.m. Yuanmeng,2021,3,Journal of Intelligent &amp; Fuzzy Systems
10.3233/jifs-169778,Load frequency control with time delay in restructured environment,Akhilesh Singh and Nagendra Kumar and Bhagawati Prasad Joshi and Bijay Kumar Singh,2018,5,Journal of Intelligent &amp; Fuzzy Systems
10.3233/jifs-189385,An improved machine learning and artificial intelligence algorithm for classroom management of English distance education,Yuzhe Wang,2021,3,Journal of Intelligent &amp; Fuzzy Systems
10.3233/jifs-179860,Artificial intelligence control algorithm for steering motion of wheeled soccer robot,Jing Lin,2020,2,Journal of Intelligent &amp; Fuzzy Systems
10.3233/jifs-189501,Application of virtual reality technology and digital twin in digital media communication,Ma Li and Shao Wenjie,2021,2,Journal of Intelligent &amp; Fuzzy Systems
10.3233/jifs-16859,Novel applications of m-polar fuzzy hypergraphs,Muhammad Akram and Musavarah Sarwar,2017,20,Journal of Intelligent &amp; Fuzzy Systems
10.3233/jifs-169644,Research on active vehicle obscurity based on model predictive control,Bo Zhang and Jianwei Zhang and Konghui Guo and Haitao Ding,2018,2,Journal of Intelligent &amp; Fuzzy Systems
10.3233/jifs-189326,IoT-based model for intelligent innovation practice system in higher education institutions,Juan Xie and Yan Yang,2021,4,Journal of Intelligent &amp; Fuzzy Systems
10.3233/jifs-179701,Solving word sense disambiguation problem using combinatorial PSO,A.S. Ajeena Beegom and P. Chinmayan,2020,3,Journal of Intelligent &amp; Fuzzy Systems
10.3233/jifs-179466,Social platform based interval valued intuitionistic fuzzy location recommendation system,Sultan Ceren Oner and Başar Oztaysi and Mahir Oner,2020,3,Journal of Intelligent &amp; Fuzzy Systems
10.3233/jifs-169678,FPGA-based research of monitoring MPDCPD-CSMA protocol in cognitive wireless networks,Zhi Xu and Hongwei Ding and Qianlin Liu and Zhijun Yang and Liyong Bao and Gang Zhan,2018,1,Journal of Intelligent &amp; Fuzzy Systems
10.3233/jifs-212589,Notes on intuitionistic fuzzy soft ideals in BCK/BCI-algebras,Nana Liu and Chang Wang,2022,0,Journal of Intelligent &amp; Fuzzy Systems
10.3233/jifs-213138,An intelligent hybrid technique for optimal generator rescheduling for congestion management in a deregulated power market,C. Saravanan and P. Anbalagan,2022,0,Journal of Intelligent &amp; Fuzzy Systems
10.3233/jifs-212729,Multiple strategies grey wolf optimizer for constrained portfolio optimization,Xiaobing Yu and Zhenjie Liu,2022,0,Journal of Intelligent &amp; Fuzzy Systems
10.3233/jifs-212396,A hybridized approach of PLS-SEM and fuzzy Z-AHP to evaluate the UTAUT2 model for an LMS,Daniela Halidini Qendraj and Evgjeni Xhafaj and Teuta Thanasi,2022,0,Journal of Intelligent &amp; Fuzzy Systems
10.3233/ifs-141322,Join-meet preserving maps and Alexandrov fuzzy topologies,Yong Chan Kim,2015,10,Journal of Intelligent &amp; Fuzzy Systems
10.3233/jifs-201998,Attribute reduction in fuzzy multi-covering decision systems via observational- consistency and fuzzy discernibility,Rongde Lin and Jinjin Li and Dongxiao Chen and Jianxin Huang and Yingsheng Chen,2021,1,Journal of Intelligent &amp; Fuzzy Systems
10.3233/jifs-191474,Extreme fuzzy ideals and its applications on De Morgan residuated lattices,Liviu-Constantin Holdon,2020,1,Journal of Intelligent &amp; Fuzzy Systems
10.3233/ifs-151801,Finding solutions of fuzzy polynomial equations systems by an Algebraic method,Marziyeh Boroujeni and Abdolali Basiri and Sajjad Rahmany and Annick Valibouze,2016,1,Journal of Intelligent &amp; Fuzzy Systems
10.3233/jifs-190132,Observer based adaptive interval type-2 fuzzy sliding mode control for unknown nonlinear systems,Hongzhuang Wu and Songyong Liu and Cheng Cheng and Changlong Du,2020,2,Journal of Intelligent &amp; Fuzzy Systems
10.3233/jifs-212454,Adapted discriminative coupled mappings for low-resolution face recognition with one-shot,Yongjie Chu and Touqeer Ahmad and Lindu Zhao,2022,0,Journal of Intelligent &amp; Fuzzy Systems
10.3233/jifs-211792,Automatic phase identification of earthquake based on the UBDN deep network,Jianxian Cai and Xun Dai and Zhitao Gao and Yan Shi,2022,0,Journal of Intelligent &amp; Fuzzy Systems
10.3233/jifs-212600,Towards a classification of sustainable software development process using manifold machine learning techniques,Mohammed Hamdi,2022,0,Journal of Intelligent &amp; Fuzzy Systems
10.3233/jifs-211816,A new intelligent fire color space approach for forest fire detection,Xiong Ding and Jinding Gao,2022,0,Journal of Intelligent &amp; Fuzzy Systems
10.3233/jifs-211076,Interval-valued pointwise sustaining degree fuzzy reasoning methods based on the left-continuous t-representable t-norms,Minxia Luo and Donghui Xu,2022,0,Journal of Intelligent &amp; Fuzzy Systems
10.3233/jifs-211478,Properties of fuzzy Ito integrals with respect to fuzzy Brownian motion,S. Panda and J.K. Dash and G.B. Panda,2022,0,Journal of Intelligent &amp; Fuzzy Systems
10.3233/jifs-211097,Wood species recognition from wood images with an improved CNN1,Yujie Miao and Shiping Zhu and Hua Huang and Junxian Li and Xiao Wei and Lingkai Ma and Jing Pu,2022,0,Journal of Intelligent &amp; Fuzzy Systems
10.3233/jifs-189159,A novel approach using modified filtering algorithm (MFA) for effective completion of cloud tasks,Sudan Jha and Deepak Prashar and Ahmed A. Elngar,2020,2,Journal of Intelligent &amp; Fuzzy Systems
10.3233/jifs-219121,Research on the practice of college English classroom teaching based on Internet and artificial intelligence,Jia Yunjie,2021,6,Journal of Intelligent &amp; Fuzzy Systems
10.3233/jifs-211557,PyComm: Malicious commands detection model for python scripts,Anmin Zhou and Tianyi Huang and Cheng Huang and Dunhan Li and Chuangchuang Song,2022,1,Journal of Intelligent &amp; Fuzzy Systems
10.3233/ifs-151706,Semi maximal filter in Hilbert algebra,Ali Soleimani Nasab and Arsham Borumand Saeid,2015,6,Journal of Intelligent &amp; Fuzzy Systems
10.3233/ifs-141138,Optimal simultaneous siting and sizing of DGs and capacitors considering reconfiguration in smart automated distribution systems,Sajjad Golshannavaz,2014,13,Journal of Intelligent &amp; Fuzzy Systems
10.3233/jifs-172017,Uncertain principal-agent models for providing information service with moral hazards,Zhenhong Li and Bo Li and Yanfei Lan and Yulin He,2018,2,Journal of Intelligent &amp; Fuzzy Systems
10.3233/ifs-130908,(Fuzzy) hyperlattices and fuzzy preordered lattices,Pengfei He and Xiaolong Xin and Jianming Zhan,2014,4,Journal of Intelligent &amp; Fuzzy Systems
10.3233/ifs-130852,Stability analysis and decentralized H∞ control for time-delay fuzzy interconnected systems via fuzzy Lyapunov-Krasovskii functional,Ou Ou and Hongbin Zhang and Guanjie Yu and Xiansheng Guo and Chuangyin Dang,2014,2,Journal of Intelligent &amp; Fuzzy Systems
10.3233/jifs-169107,A novel 3D model retrieval system based on three-view sketches,Bin Cao and Yang Kang and Shujin Lin and Xiaonan Luo and Songhua Xu and Zhihan Lv and Yu Xue,2016,3,Journal of Intelligent &amp; Fuzzy Systems
10.3233/ifs-141418,Rule base simplification in fuzzy systems by aggregation of inconsistent rules,Alexander Gegov and Farzad Arabikhan and David Sanders,2015,12,Journal of Intelligent &amp; Fuzzy Systems
10.3233/jifs-179164,Enterprise management innovation in the internet of things from the perspective of contingency,Weiling Chen and Xiaogang Song,2019,2,Journal of Intelligent &amp; Fuzzy Systems
10.3233/jifs-189282,Integration of urban-rural planning and human geography for online education under the impact of COVID-19,"Ai, Fengwei and Wang, Nan",2020,6,Journal of Intelligent &amp; Fuzzy Systems
10.3233/jifs-219136,Monitoring and management system for college students’ extracurricular physical exercise based on artificial intelligence,Yue Yu and Xiaopeng Chi,2021,3,Journal of Intelligent &amp; Fuzzy Systems
10.3233/ifs-130884,Implicative and positive implicative prefilters of EQ-algebras,Lianzhen Liu and Xiangyang Zhang,2014,22,Journal of Intelligent &amp; Fuzzy Systems
10.3233/jifs-190076,A multi-period comprehensive evaluation method of construction safety risk based on cloud model,Pin-Chan Lee and Yijing Zhao and Tzu-Ping Lo and Danbing Long,2019,4,Journal of Intelligent &amp; Fuzzy Systems
10.3233/ifs-151593,Pseudo-uninorms and Atanassov’s intuitionistic pseudo-uninorms,Ivanosca A. da Silva and Benjamín Bedregal and Claudilene G. da Costa and Eduardo Palmeira and Marcus P. da Rocha,2015,5,Journal of Intelligent &amp; Fuzzy Systems
10.3233/jifs-161522,Sentiment analysis of text based on three-way decisions,Fuji Ren and Lei Wang,2017,15,Journal of Intelligent &amp; Fuzzy Systems
10.3233/jifs-161860,Road excitation classification for semi-active suspension system with deep neural networks,Yechen Qin and Reza Langari and Zhenfeng Wang and Changle Xiang and Mingming Dong,2017,41,Journal of Intelligent &amp; Fuzzy Systems
10.3233/jifs-219176,Diagnosing breast cancer tumors using stacked ensemble model,Ahmet Haşim Yurttakal and Hasan Erbay and Türkan İkizceli and Seyhan Karaçavuş and Cenker Biçer,2021,2,Journal of Intelligent &amp; Fuzzy Systems
10.3233/ifs-120729,Intelligent speed control of DC motor using ANFIS,P. Tripura and Y. Srinivasa Kishore Babu,2014,11,Journal of Intelligent &amp; Fuzzy Systems
10.3233/jifs-161822,Continuous-time path planning for multi-agents with fuzzy reinforcement learning,David Luviano and Wen Yu,2017,22,Journal of Intelligent &amp; Fuzzy Systems
10.3233/jifs-191548,Fuzzy Galois connections on Alexandrov L-topologies,Ju-Mok Oh and Yong Chan Kim,2021,3,Journal of Intelligent &amp; Fuzzy Systems
10.3233/jifs-18233,Covering-based multigranulation decision-theoretic rough set approaches with new strategies,Caihui Liu and Witold Pedrycz and Jin Qian and Meizhi Wang,2018,1,Journal of Intelligent &amp; Fuzzy Systems
10.3233/jifs-200943,A fuzzy-weighted approach for malicious web domain identification,Zuli Wang and Raymond Chiong and Zongwen Fan,2021,2,Journal of Intelligent &amp; Fuzzy Systems
10.3233/jifs-202308,An interpretable mechanism for personalized recommendation based on cross feature,Lv YE and Yue Yang and Jian-Xu Zeng,2021,2,Journal of Intelligent &amp; Fuzzy Systems
10.3233/jifs-18920,Intelligent composition method for the prairie-song melodies of northern China,Xizheng Cao and Wen Zhan,2018,0,Journal of Intelligent &amp; Fuzzy Systems
10.3233/ifs-151780,Fuzzy matrices with fuzzy rows and columns,Madhumangal Pal,2015,7,Journal of Intelligent &amp; Fuzzy Systems
10.3233/ifs-120710,Hierarchical tree clustering of fuzzy number,Hadi Sadoghi Yazdi and Mohammad GhasemiGol and Sohrab Effati and Azam Jiriani and Reza Monsefi,2014,7,Journal of Intelligent &amp; Fuzzy Systems
10.3233/jifs-17500,Continuity and Banach contraction principle in intuitionistic fuzzy n-normed linear spaces,Nabanita Konwar and Pradip Debnath,2017,13,Journal of Intelligent &amp; Fuzzy Systems
10.3233/jifs-179609,Digital image processing and recognition technology for classification and recognition of hydrothorax cancer cells,Yihong Zhang,2020,0,Journal of Intelligent &amp; Fuzzy Systems
10.3233/jifs-169569,An incentive to share resource-based crowdfunding and repeated game in green cloud computing,Yan Sun and Fuhong Lin and Nan Zhang,2018,1,Journal of Intelligent &amp; Fuzzy Systems
10.3233/jifs-219260,Improved neural machine translation for low-resource English–Assamese pair,Sahinur Rahman Laskar and Abdullah Faiz Ur Rahman Khilji and Partha Pakray and Sivaji Bandyopadhyay,2022,1,Journal of Intelligent &amp; Fuzzy Systems
10.3233/jifs-181431,Fuzzy logic in auto-tuning of fractional PID and backstepping tracking control of a differential mobile robot,Nemerson D. Bernardes and Felipe A. Castro and Marco A.S.L. Cuadros and Pablo F. Salarolli and Gustavo M. Almeida and Celso J. Munaro,2019,4,Journal of Intelligent &amp; Fuzzy Systems
10.3233/jifs-169284,Energy-efficient data gathering protocol in unequal clustered WSN utilizing fuzzy multiple criteria decision making,Xiaoying Song and Qilong Zhang and Wei Sun and Wei Wei,2017,4,Journal of Intelligent &amp; Fuzzy Systems
10.3233/jifs-182719,Contractions in fuzzy rectangular b-metric spaces with application,Faisar Mehmood and Rashid Ali and Nawab Hussain,2019,13,Journal of Intelligent &amp; Fuzzy Systems
10.3233/ifs-151556,Identification and risk assessment of soldering failure sources using a hybrid failure mode and effect analysis model and a fuzzy inference system,Tsung-Nan Tsai and Jun-Hsien Yeh,2015,14,Journal of Intelligent &amp; Fuzzy Systems
10.3233/jifs-161845,A decision-making method based on a two-stage regularized generalized canonical correlation analysis for complex multi-attribute large-group decision making problems,Bingsheng Liu and Lishuang Yu and Ru-Xi Ding and Baochen Yang and Zhi Li,2018,8,Journal of Intelligent &amp; Fuzzy Systems
10.3233/jifs-219128,Personalized dynamic evaluation technology of online education quality management based on artificial intelligence big data,Xujing Bai and Jiajun Li,2021,6,Journal of Intelligent &amp; Fuzzy Systems
10.3233/jifs-190771,Exponential stability of uncertain differential equation with jumps,Shiqin Liu,2019,4,Journal of Intelligent &amp; Fuzzy Systems
10.3233/jifs-181521,Three-phase amplitude adaptive notch filter control design of DSTATCOM under unbalanced/distorted utility voltage conditions,Arash Rohani and Mahmood Joorabian and Mahyar Abasi and Mohammad Zand,2019,15,Journal of Intelligent &amp; Fuzzy Systems
10.3233/jifs-202760,The study on the anxiety level of college students in emergencies based on fuzzy rough set over two universes,Qiang Zhang and Luyu Zhang and Bingzhen Sun,2021,0,Journal of Intelligent &amp; Fuzzy Systems
10.3233/jifs-189327,FRFCM clustering segmentation method for medical MR image feature diagnosis,Qian He and Juwei Shao and Jian Pu and Minjie Zhou and M. M and Shutian Xiang and Wei Su,2021,1,Journal of Intelligent &amp; Fuzzy Systems
10.3233/jifs-179236,TODIM method for performance appraisal on social-integration-based rural reconstruction with interval-valued intuitionistic fuzzy information,Jianping Lu and Cun Wei,2019,69,Journal of Intelligent &amp; Fuzzy Systems
10.3233/jifs-162006,Rough set theory for document clustering: A review,K.A. Vidhya and T.V. Geetha,2017,18,Journal of Intelligent &amp; Fuzzy Systems
10.3233/ifs-151838,A generalized similarity measure for fuzzy numbers,Chien-Chang Chou,2016,26,Journal of Intelligent &amp; Fuzzy Systems
10.3233/ifs-152056,Inpatient admission assessment in West China Hospital based on hesitant fuzzy linguistic VIKOR method,Fengyi Zhang and Li Luo and Huchang Liao and Ting Zhu and Yingkang Shi and Wenwu Shen,2016,27,Journal of Intelligent &amp; Fuzzy Systems
10.3233/ifs-131111,A new metaheuristic feature subset selection approach for image steganalysis,Farid Ghareh Mohammadi and Mohammad Saniee Abadeh,2014,11,Journal of Intelligent &amp; Fuzzy Systems
10.3233/ifs-141159,"Study on equality conditions of fuzzy rule-based classification systems to radial basis functions, SVM and nearest neighbor classifiers",M. Taheri and M.Z. Jahromi,2014,2,Journal of Intelligent &amp; Fuzzy Systems
10.3233/jifs-179593,Night vehicle target recognition based on fuzzy particle filter,Pin Wang and En Fan and Peng Wang,2020,2,Journal of Intelligent &amp; Fuzzy Systems
10.3233/ifs-151840,"Calculation of the fuzzy importance of attributes based on the correlation coefficient, applied to the quality of hotel services",Adrian I. Ban and Olimpia I. Ban and Delia A. Tuşe,2015,5,Journal of Intelligent &amp; Fuzzy Systems
10.3233/jifs-202696,The enhanced deep Plug-and-play super-resolution algorithm with residual channel attention networks,Hongguang Pan and Fan Wen and Xiangdong Huang and Xinyu Lei and Xiaoling Yang,2021,1,Journal of Intelligent &amp; Fuzzy Systems
10.3233/jifs-18007,"Comparison of three SIS epidemic models: deterministic, stochastic and uncertain",Zhiming Li and Zhidong Teng and Dujun Hong and Xiaoping Shi,2018,5,Journal of Intelligent &amp; Fuzzy Systems
10.3233/ifs-120676,Some linguistic power aggregating operators and their application to multiple attribute group decision making,Guiwu Wei,2013,40,Journal of Intelligent &amp; Fuzzy Systems
10.3233/ifs-2010-0453,Use of MaSE methodology for designing a swarm-based multi-agent system,Dariusz Król and Maciej Drożdżowski,2010,8,Journal of Intelligent &amp; Fuzzy Systems
10.3233/jifs-18548,Some considerations on data mining from questionnaires by constructing fuzzy signatures based on factor analysis,Laszlo T. Koczy and Ojaras Purvinis and Dalia Susniene,2019,6,Journal of Intelligent &amp; Fuzzy Systems
10.3233/jifs-169007,Intrusion detection and prevention of web service attacks for software as a service: Fuzzy association rules vs fuzzy associative patterns,Gaik-Yee Chan and Fang-Fang Chua and Chien-Sing Lee,2016,6,Journal of Intelligent &amp; Fuzzy Systems
10.3233/ifs-130873,Prediction of the marshall stability of reinforced asphalt concrete with steel fiber using fuzzy logic,Sercan Serin and Nihat Morova and Mehmet Saltan and Serdal Terzi and Mustafa Karaşahin,2014,3,Journal of Intelligent &amp; Fuzzy Systems
10.3233/jifs-219114,Smart city community governance based on blockchain big data platform,Chunchun Chen and Xuhui Peng and Yaning Li and Wendong Xiao and Rui Zhao,2021,2,Journal of Intelligent &amp; Fuzzy Systems
10.3233/jifs-212329,Characterization of vague hyper soft alpha open sets,Muhammad Ishfaq and Samer Al Ghour and Arif Mehmood and Farkhanda Afzal and Zhongyan Li and Giorgio Nordo,2022,0,Journal of Intelligent &amp; Fuzzy Systems
10.3233/jifs-211657,Design of unmanned interaction system based on visual cognition,Ying Gao and Shan Li and Tao Ba and Tong Ren,2022,0,Journal of Intelligent &amp; Fuzzy Systems
10.3233/jifs-213008,Design of an optimized fuzzy system for edge detection in images,Ehsan Azimirad,2022,0,Journal of Intelligent &amp; Fuzzy Systems
10.3233/jifs-169223,Texture based feature extraction method for classification of brain tumor MRI,Ankit Vidyarthi and Namita Mittal,2017,12,Journal of Intelligent &amp; Fuzzy Systems
10.3233/jifs-179323,A robust approach for a green periodic competitive VRP under uncertainty: DE and PSO algorithms,M. Fallah and R. Tavakkoli-Moghaddam and M. Alinaghian and A. Salamatbakhsh-Varjovi,2019,7,Journal of Intelligent &amp; Fuzzy Systems
10.3233/jifs-189029,Determining the initial and subsequent impact of artificial intelligence adoption on economy: a macroeconomic survey from ASEAN,Sudawan Somjai and Kittisak Jermsittiparsert and Thitinan Chankoson,2020,2,Journal of Intelligent &amp; Fuzzy Systems
10.3233/jifs-189923,Evaluation of emergency management capability of urban community based on entropy weight and multi-layer fuzzy,Wang Yuansheng and Zhang Ying and Guo Xinyao,2021,1,Journal of Intelligent &amp; Fuzzy Systems
10.3233/jifs-189829,Application research of artificial intelligence English audio translation system based on fuzzy algorithm,Erying Guo,2021,6,Journal of Intelligent &amp; Fuzzy Systems
10.3233/jifs-189397,Reform of English interactive teaching mode based on cloud computing artificial intelligence – a practice analysis,Xiufang Liang and Lv Haiping and Jie Liu and Lin Lin,2021,9,Journal of Intelligent &amp; Fuzzy Systems
10.3233/jifs-169801,A comparative simulation study of different sensorless permanent magnet synchronous motor drives using neural network and fuzzy logic,Md. Tabrez and Farhad Ilahi Bakhsh and Mahboob Hassan and K. Shamganth and Sami Al-Ghnimi,2018,9,Journal of Intelligent &amp; Fuzzy Systems
10.3233/jifs-219288,Simplified effective method for identifying semantic relations from a knowledge graph,Thien Khai Tran and Chien D.C. Ta and Tuoi Thi Phan,2022,1,Journal of Intelligent &amp; Fuzzy Systems
10.3233/jifs-200148,On statistical convergence in fuzzy metric spaces,Changqing Li and Yanlan Zhang and Jing Zhang,2020,4,Journal of Intelligent &amp; Fuzzy Systems
10.3233/jifs-169430,An efficient approach for secure information retrieval on cloud,Rohit Handa and C. Rama Krishna and Naveen Aggarwal,2018,5,Journal of Intelligent &amp; Fuzzy Systems
10.3233/jifs-16316,Existence and uniqueness of solutions for Fuzzy quadratic integral equation of fractional order,Mahmoud Paripour and Mohammad Komak Yari,2017,3,Journal of Intelligent &amp; Fuzzy Systems
10.3233/jifs-220126,Balanced scorecard-based cost analysis of service industry using a novel hybrid decision making approach based on golden cut-oriented bipolar and q-ROF sets,Yaşar Gökalp and Serhat Yüksel and Hasan Dinçer,2022,0,Journal of Intelligent &amp; Fuzzy Systems
10.3233/jifs-220090,Fuzzy evaluation model for attribute service performance index,Chun-Min Yu and Kuen-Suan Chen,2022,0,Journal of Intelligent &amp; Fuzzy Systems
10.3233/jifs-213478,Segmentation of human spermatozoa using improved Havrda-Chavrat entropy-based thresholding method,L. Prabaharan and A. Raghunathan,2022,0,Journal of Intelligent &amp; Fuzzy Systems
10.3233/jifs-220201,Spatiotemporal variation and driving factors analysis on the expansion of the main urban agglomerations in China,Qi Li and Liang Hong,2022,0,Journal of Intelligent &amp; Fuzzy Systems
10.3233/jifs-17741,Intuitionistic fuzzy I-convergent double sequence spaces defined by compact operator and modulus function,Vakeel A. Khan and n.m. Yasmeen and Ayhan Esi and Hira Fatima,2017,2,Journal of Intelligent &amp; Fuzzy Systems
10.3233/jifs-182552,On solving fuzzy rough multiobjective integer linear fractional programming problem,El Saeed Ammar and Tarek Eljerbi,2019,5,Journal of Intelligent &amp; Fuzzy Systems
10.3233/jifs-213279,"Fuzzy VIKOR approach to identify COVID-19 vulnerability region to control third wave in Assam, India",Bhimraj Basumatary and Nijwm Wary and Jeevan Krishna Khaklary and Harish Garg,2022,0,Journal of Intelligent &amp; Fuzzy Systems
10.3233/jifs-213028,On Atangana-Baleanu fuzzy-fractional optimal control problems,Awais Younus and Iram Ghaffar,2022,0,Journal of Intelligent &amp; Fuzzy Systems
10.3233/jifs-213248,Synchronization of coupled friction-induced oscillators - A Dynamic Mode Decomposition Perspective,Jithin Velayudhan and M.D Narayanan and Ashesh Saha and O.K. Sikha,2022,0,Journal of Intelligent &amp; Fuzzy Systems
10.3233/jifs-212411,Intelligent decision support system to increase the operational reliability of the hydrocarbon pipeline transport system of a Mexican oil industry,Jonathan J. Cid-Galiot and Alberto A. Aguilar-Lasserre and José Roberto Grande-Ramírez and Ulises Juárez-Martínez and Rubén Posada-Gómez and Luis A. Calderón-Palomares,2022,0,Journal of Intelligent &amp; Fuzzy Systems
10.3233/jifs-213252,An improved approach for energy consumption minimizing in WSN using Harris hawks optimization,G. Vasanthi and N. Prabakaran,2022,0,Journal of Intelligent &amp; Fuzzy Systems
10.3233/jifs-211163,Risk assessment of cruise construction logistics allocation based on improved intuitionistic fuzzy TOPSIS method,Xiang Ziquan and Yang Jiaqi and Muhammad Hamza Naseem and Xiang Zuquan,2022,0,Journal of Intelligent &amp; Fuzzy Systems
10.3233/jifs-181472,FPSOEE: Fuzzy-enabled particle swarm optimization-based energy-efficient algorithm in mobile ad-hoc networks,Y. Harold Robinson and S. Balaji and E. Golden Julie,2019,14,Journal of Intelligent &amp; Fuzzy Systems
10.3233/jifs-181982,"On the core, nucleolus and bargaining sets of cooperative games with fuzzy payoffs",Xia Zhang and Hao Sun and Genjiu Xu and Dongshuang Hou,2019,4,Journal of Intelligent &amp; Fuzzy Systems
10.3233/jifs-169189,A prediction model for traffic emission based on interval-valued intuitionistic fuzzy sets and case-based reasoning theory,Ming Wei and Qiuxia Dai,2016,7,Journal of Intelligent &amp; Fuzzy Systems
10.3233/jifs-202147,Improving the similarity search between images of agricultural products: An approach based on fuzzy rough theory,Poria Pirozmand and Kimia Rezaei Kalantari and Ali Ebrahimnejad and Homayun Motameni,2021,2,Journal of Intelligent &amp; Fuzzy Systems
10.3233/jifs-16727,Selecting firms in University technoparks: A hesitant linguistic fuzzy TOPSIS model for heterogeneous contexts,Francisco J. Estrella and Sezi Cevik Onar and Rosa M. Rodríguez and Basar Oztaysi and Luis Martínez and Cengiz Kahraman,2017,30,Journal of Intelligent &amp; Fuzzy Systems
10.3233/jifs-179181,Time-satisfaction of data series based on computer original genetic algorithm gradually covers the location and algorithm of electric vehicle charging station,Yang Runzhao and Cao Qianni,2019,0,Journal of Intelligent &amp; Fuzzy Systems
10.3233/jifs-189533,Simulation of English classroom effectiveness based on human-computer interaction and facial identification,Liang Hu and Qi Zeng and Xinli Wu and Zhaofang Lv,2021,6,Journal of Intelligent &amp; Fuzzy Systems
10.3233/jifs-169634,Optimal layout of health monitoring sensor in gymnasium based on improved particle swarm optimization algorithm,Zhang Zhen,2018,2,Journal of Intelligent &amp; Fuzzy Systems
10.3233/jifs-189538,Quality evaluation of English pronunciation based on artificial emotion recognition and gaussian mixture model,Zhang Gang,2021,7,Journal of Intelligent &amp; Fuzzy Systems
10.3233/jifs-200366,An artificial intelligence-based real-time monitoring framework for time series,Zhao Sun and Qinke Peng and Xu Mou and Ying Wang and Tian Han,2021,1,Journal of Intelligent &amp; Fuzzy Systems
10.3233/ifs-152036,Comparing trapezoidal fuzzy numbers by using a hybrid technique on the base of the ideal points and the centroid point,Alireza Sotoudeh-Anvari,2016,4,Journal of Intelligent &amp; Fuzzy Systems
10.3233/jifs-179578,Image edge detection algorithm based on fuzzy set,Shuqiang Wang and Shuo Liang and Fei Peng,2020,5,Journal of Intelligent &amp; Fuzzy Systems
10.3233/jifs-169933,Refined stop-words and morphological variants solutions applied to Hindi-English cross-lingual information retrieval,Vijay Sharma and Namita Mittal,2019,6,Journal of Intelligent &amp; Fuzzy Systems
10.3233/jifs-179756,Risk evaluation of intellectual property pledge financing based on fuzzy analytical network process,Sishi Liu and Ding Ma,2020,3,Journal of Intelligent &amp; Fuzzy Systems
10.3233/jifs-169389,Production scheduling optimization method based on hybrid particle swarm optimization algorithm,Jianren Shang and Yunnan Tian and Yi Liu and Runlong Liu,2018,10,Journal of Intelligent &amp; Fuzzy Systems
10.3233/jifs-210962,Multidimensional analysis model of agricultural product supply chain competition based on mean fuzzy,Jing Chen,2021,2,Journal of Intelligent &amp; Fuzzy Systems
10.3233/jifs-190509,Multi-attribute decision making method based on single-valued neutrosophic linguistic variables and prospect theory,Zixue Guo and Fangfang Sun,2019,9,Journal of Intelligent &amp; Fuzzy Systems
10.3233/jifs-219069,Robotic arm dynamics modelling and robust control based on model recognition method,Yi Ge and Jing Zhang,2021,1,Journal of Intelligent &amp; Fuzzy Systems
10.3233/jifs-219056,Research on the evolution of movement difficulty of competitive aerobics based on digital image processing,Suping Bai and Lixin Chen and Ligong Zhao,2021,2,Journal of Intelligent &amp; Fuzzy Systems
10.3233/jifs-219097,Application research on information security of aerobics information digital system based on Internet of things technology,Caixia Chen and Xingfeng Zhu,2021,5,Journal of Intelligent &amp; Fuzzy Systems
10.3233/jifs-182882,Parallel conjugate gradient-particle swarm optimization and the parameters design based on the polygonal fuzzy neural network,Guijun Wang and Jiansi Gao,2019,6,Journal of Intelligent &amp; Fuzzy Systems
10.3233/jifs-179874,Argumentative relation identification in academic texts,Jesús Miguel García-Gorrostieta and Aurelio López-López and Samuel González-López,2020,0,Journal of Intelligent &amp; Fuzzy Systems
10.3233/ifs-151747,A method of ranking interval numbers based on degrees for multiple attribute decision making,Yicheng Ye and Nan Yao and Qiaozhi Wang and Qihu Wang,2015,9,Journal of Intelligent &amp; Fuzzy Systems
10.3233/jifs-179530,Swarm intelligence and ant colony optimization in accounting model choices,Ziyuan Tang and Gautam Srivastava and Shuai Liu,2020,11,Journal of Intelligent &amp; Fuzzy Systems
10.3233/jifs-219241,An autoencoder-based representation for noise reduction in distant supervision of relation extraction,Juan-Luis García-Mendoza and Luis Villaseñor-Pineda and Felipe Orihuela-Espina and Lázaro Bustio-Martínez,2022,1,Journal of Intelligent &amp; Fuzzy Systems
10.3233/jifs-171278,Multi-attribute group decision making method based on neutrosophic trapezoidal fuzzy linguistic frank aggregation operators,Peide Liu and Junlin Liu and Yanchang Chu and Yuming Zhang,2018,3,Journal of Intelligent &amp; Fuzzy Systems
10.3233/jifs-182821,Gini-Simpson index based generalised grey target decision method for mixed attributes,Jinshan Ma,2019,6,Journal of Intelligent &amp; Fuzzy Systems
10.3233/jifs-169955,A secure and optimized location update for next generation proxy mobility based internet protocol networks,Senthilkumar Mathi and Anshu Khatri and Maanasaa Sethuraman and P.N. Anbarasi,2019,3,Journal of Intelligent &amp; Fuzzy Systems
10.3233/jifs-17851,Generalised grey target decision method for mixed attributes with index weights containing uncertain numbers,Jinshan Ma,2018,13,Journal of Intelligent &amp; Fuzzy Systems
10.3233/jifs-210625,Deepfake videos: synthesis and detection techniques – a survey,Shahela Saif and Samabia Tehseen,2022,1,Journal of Intelligent &amp; Fuzzy Systems
